date cvd tmpd o3mean
1993-05-28 41 65.25 -1.4295
1993-05-29 38 66 5.0663
1993-05-30 42 68.25 10.7651
1993-05-31 41 68.25 0.9989
1993-06-01 30 68.25 -1.2736
1993-06-02 48 66.75 -2.5215
1993-06-03 29 66.25 1.2822
1993-06-04 38 67 1.161
1993-06-05 33 61.75 -3.6351
1993-06-06 29 61 1.205
1993-06-07 46 63.25 -3.1913
1993-06-08 30 65.25 1.6723
1993-06-09 51 72.25 13.2157
1993-06-10 44 73.5 16.5987
1993-06-11 48 69.75 10.4103
1993-06-12 45 69 21.7554
1993-06-13 37 69 35.0297
1993-06-14 50 69.75 25.2176
1993-06-15 31 70 19.8084
1993-06-16 29 71.25 14.7356
1993-06-17 38 71 10.5233
1993-06-18 30 74 17.9406
1993-06-19 29 71.25 18.3258
1993-06-20 47 70.5 16.1185
1993-06-21 36 69.25 4.0193
1993-06-22 35 69 5.9079
1993-06-23 35 71.5 20.7133
1993-06-24 34 73 12.8284
1993-06-25 38 71.75 21.7787
1993-06-26 41 71.25 29.036
1993-06-27 35 70 24.0493
1993-06-28 37 69.5 13.9845
1993-06-29 27 70 15.4917
1993-06-30 37 70.5 22.6442
1993-07-01 40 70.75 21.185
1993-07-02 37 71.5 25.5496
1993-07-03 31 70.25 21.751
1993-07-04 36 69 13.2205
1993-07-05 36 70.75 13.6974
1993-07-06 41 72 12.6048
1993-07-07 39 71.75 16.5376
1993-07-08 41 71.5 17.8876
1993-07-09 51 70.25 13.5995
1993-07-10 41 71.5 17.9549
1993-07-11 34 72.25 21.2431
1993-07-12 39 70.75 8.7559
1993-07-13 42 69.75 4.9682
1993-07-14 30 70 9.2073
1993-07-15 37 70 13.3971
1993-07-16 41 70.25 15.1229
1993-07-17 34 70 20.4755
1993-07-18 33 70.75 26.6585
1993-07-19 34 69.75 19.3888
1993-07-20 43 69.75 16.7934
1993-07-21 29 70 7.4008
1993-07-22 42 70.5 11.9618
1993-07-23 38 69.75 7.3639
1993-07-24 36 70.75 11.5253
1993-07-25 47 70.25 4.075
1993-07-26 40 69.75 -0.4226
1993-07-27 30 71.25 5.4682
1993-07-28 37 69.75 5.5737
1993-07-29 39 71.5 12.7718
1993-07-30 41 70.75 7.3341
1993-07-31 41 72.75 17.267
1993-08-01 49 73 24.7526
1993-08-02 45 71.75 10.1783
1993-08-03 42 72.75 8.3099
1993-08-04 28 72.5 10.6255
1993-08-05 39 73.5 17.0623
1993-08-06 37 72 15.1789
1993-08-07 31 70.5 10.4935
1993-08-08 29 70 6.7925
1993-08-09 30 72 4.6001
1993-08-10 41 71 2.5227
1993-08-11 36 71 8.1032
1993-08-12 40 69.25 0.2288
1993-08-13 38 69 5.2534
1993-08-14 44 68 5.2179
1993-08-15 34 70.25 12.6308
1993-08-16 34 69.25 7.3738
1993-08-17 31 70.25 3.8321
1993-08-18 32 70.5 11.409
1993-08-19 35 70 12.8811
1993-08-20 48 71.25 11.9721
1993-08-21 38 70 15.9381
1993-08-22 35 69.5 24.9658
1993-08-23 47 69.25 12.8746
1993-08-24 43 68.75 18.5443
1993-08-25 36 72.25 14.8032
1993-08-26 37 74 7.492
1993-08-27 39 72.75 -0.0349
1993-08-28 37 70 8.54
1993-08-29 38 70.75 11.9297
1993-08-30 34 72 4.4307
1993-08-31 39 70.75 -4.1329
1993-09-01 49 73.5 9.0163
1993-09-02 50 72.5 12.2264
1993-09-03 35 71.75 10.7268
1993-09-04 39 75.5 12.7733
1993-09-05 41 70.25 6.6805
1993-09-06 40 72.25 12.6301
1993-09-07 38 73.5 3.6035
1993-09-08 33 72.75 14.1562
1993-09-09 39 71.25 13.9909
1993-09-10 35 72.25 15.6756
1993-09-11 39 69.5 31.0394
1993-09-12 40 68.5 23.7066
1993-09-13 32 67.75 -0.0996
1993-09-14 44 69 1.1594
1993-09-15 40 68.75 1.0348
1993-09-16 44 68 1.772
1993-09-17 33 67.75 -3.0259
1993-09-18 28 64.75 2.7585
1993-09-19 31 66.75 6.4013
1993-09-20 43 67.5 2.4647
1993-09-21 34 67.75 10.1404
1993-09-22 39 67 10.4151
1993-09-23 37 67 11.9042
1993-09-24 35 69.25 5.0427
1993-09-25 39 68.75 9.7369
1993-09-26 52 74 16.1868
1993-09-27 39 73.75 6.4855
1993-09-28 47 74.75 12.2114
1993-09-29 51 70.75 1.2778
1993-09-30 53 73.5 -6.5714
1993-10-01 42 75.75 0.6943
1993-10-02 38 72.25 14.8703
1993-10-03 41 70.25 23.5175
1993-10-04 33 67.25 5.9659
1993-10-05 32 67.5 3.4935
1993-10-06 46 64.75 -5.931
1993-10-07 41 65.75 -4.5344
1993-10-08 53 66.5 3.3126
1993-10-09 32 67.75 6.26
1993-10-10 48 69 14.1059
1993-10-11 41 69.75 -10.0229
1993-10-12 32 71 -2.9272
1993-10-13 41 66.5 -9.0029
1993-10-14 28 68 -4.4637
1993-10-15 31 68.5 -14.151
1993-10-16 47 66.25 -12.5739
1993-10-17 40 63.75 -7.8926
1993-10-18 40 63.25 -11.1347
1993-10-19 35 67.5 -10.051
1993-10-20 52 72.25 -7.578
1993-10-21 51 69.75 -14.2539
1993-10-22 36 74 -8.9704
1993-10-23 41 67.5 -3.1348
1993-10-24 51 66 -2.5876
1993-10-25 30 66.25 -5.6547
1993-10-26 57 72.75 -8.3491
1993-10-27 30 75.25 -7.1649
1993-10-28 30 69.75 -10.8661
1993-10-29 49 65 -7.5763
1993-10-30 36 68.5 -7.5079
1993-10-31 45 67.25 -6.9089
1993-11-01 40 65.75 -7.7464
1993-11-02 48 72 -9.1929
1993-11-03 46 71 -11.9207
1993-11-04 47 63.75 -8.5901
1993-11-05 56 64 -11.9781
1993-11-06 41 62 -9.4993
1993-11-07 39 64 4.3285
1993-11-08 53 63.75 -2.341
1993-11-09 45 62.75 -6.4576
1993-11-10 44 64 -2.1037
1993-11-11 42 62.25 -3.4806
1993-11-12 43 59 -7.9997
1993-11-13 37 55.5 -12.1337
1993-11-14 40 59.25 -3.4395
1993-11-15 40 61.5 -9.509
1993-11-16 53 61.75 -14.7362
1993-11-17 57 60 -14.3961
1993-11-18 40 58.25 -13.8452
1993-11-19 45 65.75 -12.6409
1993-11-20 31 65.75 -10.288
1993-11-21 45 63 -18.6703
1993-11-22 45 64 -15.8439
1993-11-23 53 60.25 -10.0627
1993-11-24 50 58.25 -12.5262
1993-11-25 35 63 -7.2108
1993-11-26 47 65.75 -8.9042
1993-11-27 62 64.75 -15.2145
1993-11-28 55 65.5 -14.5832
1993-11-29 40 61 -14.251
1993-11-30 56 62.25 -14.6003
1993-12-01 47 60.75 -15.0253
1993-12-02 57 68 -13.8565
1993-12-03 49 65.5 -15.1319
1993-12-04 53 62 -16.5745
1993-12-05 62 57.25 -14.0311
1993-12-06 47 59.25 -12.27
1993-12-07 61 55.75 -14.7688
1993-12-08 54 55.75 -14.4757
1993-12-09 36 58 -16.4973
1993-12-10 54 58.5 -17.8602
1993-12-11 50 56 -15.6151
1993-12-12 57 55 -12.4202
1993-12-13 62 54.5 -17.8195
1993-12-14 67 54 -17.9643
1993-12-15 49 51.25 -14.0331
1993-12-16 61 52.5 -16.9741
1993-12-17 57 55.75 -16.6633
1993-12-18 69 53.75 -17.4458
1993-12-19 52 57.25 -13.5788
1993-12-20 63 57.25 -14.6815
1993-12-21 62 55.25 -17.1657
1993-12-22 81 56 -18.1066
1993-12-23 63 58.25 -12.6041
1993-12-24 67 58 -12.671
1993-12-25 62 64.5 -11.7551
1993-12-26 68 58 -21.4181
1993-12-27 84 58.25 -17.9823
1993-12-28 77 57.5 -16.9199
1993-12-29 58 62 -14.4952
1993-12-30 75 61 -18.0752
1993-12-31 64 58.25 -17.6912
1994-01-01 65 56.25 -15.3927
1994-01-02 64 62 -13.6439
1994-01-03 57 66 -16.6123
1994-01-04 67 59.75 -19.542
1994-01-05 81 59.5 -16.2022
1994-01-06 70 59.75 -11.908
1994-01-07 62 59.75 -15.1618
1994-01-08 76 58 -15.8819
1994-01-09 62 53.75 -12.9163
1994-01-10 73 58.25 -14.3619
1994-01-11 67 60.25 -15.8089
1994-01-12 60 58.5 -14.5963
1994-01-13 78 66 -15.1033
1994-01-14 58 65 -17.8429
1994-01-15 56 59.75 -15.8684
1994-01-16 49 57.25 -14.1831
1994-01-17 90 60.75 -14.2682
1994-01-18 57 66.5 -12.7516
1994-01-19 53 58.25 -16.401
1994-01-20 60 57 -15.0831
1994-01-21 53 58.5 -17.0431
1994-01-22 61 62.5 -14.6723
1994-01-23 57 60.25 -15.0986
1994-01-24 36 57 -10.4448
1994-01-25 50 54.5 -8.8895
1994-01-26 58 53.25 -13.6253
1994-01-27 46 54.5 -13.9574
1994-01-28 47 52.5 -14.1186
1994-01-29 58 55.25 -12.6162
1994-01-30 48 55 -11.5823
1994-01-31 59 58 -13.1958
1994-02-01 55 55.25 -13.3753
1994-02-02 50 57.5 -15.2291
1994-02-03 67 55.5 -16.0772
1994-02-04 66 55.75 -12.7719
1994-02-05 64 59 -13.3541
1994-02-06 52 58.75 -11.3557
1994-02-07 53 57.25 -5.5762
1994-02-08 51 55.75 -6.764
1994-02-09 41 54.25 -14.2903
1994-02-10 44 55.25 -11.7227
1994-02-11 48 57.75 -6.0891
1994-02-12 44 57.25 -6.784
1994-02-13 45 60 -7.7509
1994-02-14 49 59.25 -12.5757
1994-02-15 56 56.75 -14.2528
1994-02-16 65 57.75 -15.6787
1994-02-17 50 55.25 -4.16
1994-02-18 44 53.5 -9.0288
1994-02-19 54 50.5 -8.7195
1994-02-20 48 54.25 -4.8183
1994-02-21 51 52.25 -9.0754
1994-02-22 55 55.5 -8.7822
1994-02-23 47 58.5 -10.5127
1994-02-24 44 58 -11.4629
1994-02-25 59 58.25 -7.8254
1994-02-26 58 58.5 -1.616
1994-02-27 45 58.25 -3.1709
1994-02-28 51 59.5 -9.1264
1994-03-01 53 64.5 -8.4208
1994-03-02 48 66.75 -8.8891
1994-03-03 42 59 -5.9805
1994-03-04 50 59 -3.9437
1994-03-05 46 57.5 -4.9105
1994-03-06 36 58.5 -4.715
1994-03-07 45 59 -12.4812
1994-03-08 44 58.75 -13.7975
1994-03-09 50 60.5 -2.5314
1994-03-10 38 58.5 1.3263
1994-03-11 44 61 0.4008
1994-03-12 34 62.25 -4.849
1994-03-13 51 71 0.6296
1994-03-14 44 70.5 -4.473
1994-03-15 54 65.25 -3.0334
1994-03-16 47 63 0.00481
1994-03-17 46 62.5 -4.6668
1994-03-18 52 64.5 -1.4328
1994-03-19 51 61.25 -6.6892
1994-03-20 45 61.25 -2.9868
1994-03-21 29 60.75 -6.1166
1994-03-22 46 60.25 -2.2707
1994-03-23 33 56 -1.0824
1994-03-24 47 55 0.1708
1994-03-25 44 52.25 -6.8865
1994-03-26 36 56.5 -3.2516
1994-03-27 40 58.25 2.7017
1994-03-28 41 62.75 1.9038
1994-03-29 37 60.5 2.7362
1994-03-30 42 61.5 0.0523
1994-03-31 43 61 1.3767
1994-04-01 36 59.75 8.5026
1994-04-02 51 61.25 23.375
1994-04-03 36 61 21.0699
1994-04-04 52 60.75 1.289
1994-04-05 52 61 0.9222
1994-04-06 38 61 1.4059
1994-04-07 33 62.25 -1.3987
1994-04-08 35 60.5 0.1277
1994-04-09 49 59.5 0.421
1994-04-10 46 58.75 4.2457
1994-04-11 42 67 -1.5482
1994-04-12 42 70.75 0.6302
1994-04-13 38 64.75 0.2168
1994-04-14 50 60.75 -0.6252
1994-04-15 50 64.25 3.6062
1994-04-16 38 61 6.3235
1994-04-17 48 65.5 7.9706
1994-04-18 47 65 6.0292
1994-04-19 38 63.25 3.0716
1994-04-20 49 62.75 7.3586
1994-04-21 48 61.75 10.3553
1994-04-22 53 62.25 1.627
1994-04-23 51 60.5 4.7503
1994-04-24 32 58 8.7656
1994-04-25 51 56.5 -2.8528
1994-04-26 45 54.75 -9.6543
1994-04-27 31 57.5 -7.8624
1994-04-28 41 57.5 -5.2434
1994-04-29 41 57.75 -2.3602
1994-04-30 30 60.25 5.1811
1994-05-01 49 60 8.5521
1994-05-02 48 60.25 9.0959
1994-05-03 51 60.5 8.0408
1994-05-04 46 62.25 14.1424
1994-05-05 49 61.75 13.5723
1994-05-06 42 60.25 -3.4497
1994-05-07 48 60.25 -5.3763
1994-05-08 50 62.25 4.4248
1994-05-09 39 62.5 2.95
1994-05-10 42 62.75 6.4768
1994-05-11 47 63.5 8.7209
1994-05-12 35 62.75 7.1855
1994-05-13 48 63.25 4.9921
1994-05-14 39 64.5 26.6077
1994-05-15 42 63 23.8055
1994-05-16 44 62 7.7479
1994-05-17 43 57.75 -3.7689
1994-05-18 39 59 -5.1279
1994-05-19 41 59.75 -2.8487
1994-05-20 38 61.5 2.466
1994-05-21 44 64 12.6616
1994-05-22 49 63.25 17.6567
1994-05-23 43 63.75 13.4832
1994-05-24 37 62.5 9.0133
1994-05-25 31 62.25 3.7569
1994-05-26 40 64.25 6.1785
1994-05-27 56 66 14.6919
1994-05-28 40 66.5 24.9501
1994-05-29 43 69 37.3226
1994-05-30 51 66.25 14.3521
1994-05-31 47 65.75 3.2447
1994-06-01 42 68.5 6.8438
1994-06-02 51 70.25 13.0126
1994-06-03 41 69.5 13.6609
1994-06-04 33 67.25 17.8074
1994-06-05 31 66 8.9619
1994-06-06 42 64.75 3.253
1994-06-07 29 66.25 8.083
1994-06-08 39 67.5 14.427
1994-06-09 38 68.75 16.1134
1994-06-10 33 65.75 11.339
1994-06-11 50 65.25 18.1257
1994-06-12 32 65.75 22.8302
1994-06-13 44 67.5 20.7135
1994-06-14 44 66.5 8.0699
1994-06-15 40 66.75 -0.7145
1994-06-16 39 69 11.1061
1994-06-17 28 68.25 15.8367
1994-06-18 42 69.5 22.5618
1994-06-19 29 70.25 21.7137
1994-06-20 49 68.75 11.4602
1994-06-21 43 69.25 15.6601
1994-06-22 37 71 17.9709
1994-06-23 40 73 18.5528
1994-06-24 38 73.75 13.6635
1994-06-25 36 75.25 28.3165
1994-06-26 35 79.75 31.6729
1994-06-27 41 76.5 15.6592
1994-06-28 49 72.75 10.3812
1994-06-29 37 72.5 13.8475
1994-06-30 46 72.25 -0.1725
1994-07-01 44 74.75 7.5689
1994-07-02 36 69.75 16.676
1994-07-03 35 70.75 16.9647
1994-07-04 51 69.75 9.6359
1994-07-05 37 69 6.867
1994-07-06 41 68.75 12.5513
1994-07-07 38 67.5 15.2872
1994-07-08 39 68.25 17.3863
1994-07-09 37 69.25 20.4744
1994-07-10 35 71 23.6282
1994-07-11 42 69 16.8104
1994-07-12 41 67.25 9.0194
1994-07-13 33 69.25 13.8299
1994-07-14 44 69.25 17.3737
1994-07-15 43 68.75 16.6369
1994-07-16 36 70.5 22.866
1994-07-17 39 68.25 12.9938
1994-07-18 36 68 -0.1606
1994-07-19 43 67.75 7.7452
1994-07-20 35 67.75 4.5728
1994-07-21 43 70 10.2474
1994-07-22 41 68.25 7.6444
1994-07-23 41 68.5 9.3897
1994-07-24 45 70.5 13.1042
1994-07-25 37 72.25 10.903
1994-07-26 38 72.5 18.2377
1994-07-27 43 70.5 16.9307
1994-07-28 40 71.75 18.5518
1994-07-29 43 70 7.6351
1994-07-30 34 70.25 10.7823
1994-07-31 27 71 19.7379
1994-08-01 50 70.75 10.0089
1994-08-02 30 71.25 10.6551
1994-08-03 36 70.5 9.3775
1994-08-04 32 71.5 16.232
1994-08-05 33 76.25 26.4701
1994-08-06 38 77.25 14.0742
1994-08-07 46 72 6.8045
1994-08-08 30 73 10.743
1994-08-09 36 75.5 13.5865
1994-08-10 33 80.75 4.2128
1994-08-11 48 79.25 5.7518
1994-08-12 44 81.5 13.6514
1994-08-13 50 85 21.8351
1994-08-14 49 81 13.1502
1994-08-15 59 79.25 7.3301
1994-08-16 48 77.5 3.4622
1994-08-17 51 78 -3.7866
1994-08-18 52 77.5 -3.8217
1994-08-19 44 77.25 1.4926
1994-08-20 36 77.5 12.9577
1994-08-21 41 73.75 10.9981
1994-08-22 46 73.75 5.4383
1994-08-23 33 73.5 16.2313
1994-08-24 41 74.75 12.8555
1994-08-25 38 74 11.3614
1994-08-26 50 75.25 5.9071
1994-08-27 31 76.75 14.2641
1994-08-28 33 76 14.1274
1994-08-29 45 72.25 6.8648
1994-08-30 33 71 11.7773
1994-08-31 29 71.5 17.1273
1994-09-01 47 71.5 16.9662
1994-09-02 36 72 17.8906
1994-09-03 45 70.5 24.1662
1994-09-04 40 72.25 26.0969
1994-09-05 37 73.5 17.5718
1994-09-06 41 75.75 2.1393
1994-09-07 49 73.5 2.3895
1994-09-08 32 72.5 4.3122
1994-09-09 28 75.25 7.527
1994-09-10 42 72.5 7.979
1994-09-11 39 69.75 10.6836
1994-09-12 42 68.25 0.7415
1994-09-13 37 66 -0.233
1994-09-14 34 69.5 -0.0103
1994-09-15 37 71.75 4.3392
1994-09-16 44 71 13.0302
1994-09-17 43 71.5 20.132
1994-09-18 30 71.25 11.6701
1994-09-19 41 69.75 6.1504
1994-09-20 39 69.5 7.6867
1994-09-21 47 68.75 5.599
1994-09-22 34 74.25 -4.0893
1994-09-23 27 72 -5.0559
1994-09-24 34 70.25 -5.2181
1994-09-25 26 74 9.9524
1994-09-26 31 73 -12.0431
1994-09-27 38 79.25 -6.0295
1994-09-28 35 76.75 -12.7362
1994-09-29 32 72.75 -10.799
1994-09-30 33 68.75 -1.9602
1994-10-01 41 69 5.8188
1994-10-02 28 67.5 11.6913
1994-10-03 52 67.75 6.6996
1994-10-04 33 66.75 -5.1184
1994-10-05 46 66.25 -4.1222
1994-10-06 33 64.75 -5.9481
1994-10-07 32 67.5 -4.7374
1994-10-08 47 79 -0.9999
1994-10-09 50 82 1.5562
1994-10-10 41 78 -3.1713
1994-10-11 49 74 -0.3013
1994-10-12 49 67.5 -1.9115
1994-10-13 41 66 -1.2228
1994-10-14 44 63.25 -1.4611
1994-10-15 50 65.75 -1.1713
1994-10-16 45 64.75 -4.4721
1994-10-17 38 63.75 -9.3434
1994-10-18 40 64.75 -8.1869
1994-10-19 42 64 -8.6144
1994-10-20 40 63.75 -9.9204
1994-10-21 54 65.5 -9.5656
1994-10-22 41 65 -10.169
1994-10-23 39 63.75 -0.9026
1994-10-24 45 66.25 -3.9581
1994-10-25 45 63 -7.6899
1994-10-26 47 64.75 -7.8777
1994-10-27 42 65.5 -2.9434
1994-10-28 47 64.75 -2.7385
1994-10-29 41 63.75 3.5108
1994-10-30 45 64.25 4.0223
1994-10-31 43 66.5 -8.1664
1994-11-01 48 63.25 -1.9933
1994-11-02 45 61 -8.2108
1994-11-03 39 59.5 -7.4307
1994-11-04 37 56.5 -12.8411
1994-11-05 48 58 -10.6088
1994-11-06 42 58.25 -6.9058
1994-11-07 41 56.75 -11.7307
1994-11-08 47 59.5 -14.6496
1994-11-09 38 58 -10.4063
1994-11-10 33 55.25 -8.5457
1994-11-11 45 54 -12.3216
1994-11-12 36 54 -9.7162
1994-11-13 50 56.75 -5.2048
1994-11-14 47 60 -9.8084
1994-11-15 45 60.75 -13.8505
1994-11-16 43 59.25 -4.241
1994-11-17 46 54.5 -5.4172
1994-11-18 47 53 -4.9012
1994-11-19 44 49 -11.9649
1994-11-20 43 51.25 -12.5134
1994-11-21 52 53.25 -14.386
1994-11-22 48 62 -10.7301
1994-11-23 41 64.5 -12.6379
1994-11-24 50 60.75 -12.3971
1994-11-25 46 54.25 -10.4302
1994-11-26 44 54.25 -1.7344
1994-11-27 53 53.25 -9.4865
1994-11-28 54 56.5 -14.2306
1994-11-29 58 61 -13.4696
1994-11-30 52 66.5 -13.2863
1994-12-01 41 59.75 -16.842
1994-12-02 37 55.25 -14.6913
1994-12-03 40 55.75 -17.9687
1994-12-04 58 56 -13.5217
1994-12-05 50 60.5 -13.3951
1994-12-06 42 57.5 -13.011
1994-12-07 53 57.5 -11.5482
1994-12-08 42 56.5 -10.7358
1994-12-09 50 56.25 -13.0971
1994-12-10 45 57.75 -14.1257
1994-12-11 47 52.25 -13.4791
1994-12-12 52 54.25 -13.5939
1994-12-13 36 54.75 -12.7005
1994-12-14 51 53.75 -16.4504
1994-12-15 43 56 -15.8467
1994-12-16 57 60.25 -14.7909
1994-12-17 51 60.75 -15.146
1994-12-18 46 56 -14.9617
1994-12-19 40 58.25 -16.5016
1994-12-20 49 60.5 -16.0879
1994-12-21 45 59.75 -17.2547
1994-12-22 49 60.75 -17.3993
1994-12-23 44 66.75 -11.6365
1994-12-24 61 58.25 -7.6042
1994-12-25 56 55.25 -9.6168
1994-12-26 44 58.5 -11.6832
1994-12-27 34 56.5 -16.2325
1994-12-28 42 56.75 -13.0652
1994-12-29 63 52 -12.5667
1994-12-30 34 51.25 -16.1893
1994-12-31 49 53.5 -14.4968
1995-01-01 57 58.5 -9.6472
1995-01-02 44 54 -12.2723
1995-01-03 32 55 -14.7959
1995-01-04 49 54.25 -13.404
1995-01-05 36 58 -6.0539
1995-01-06 47 53 -15.0071
1995-01-07 62 53 -14.1704
1995-01-08 47 58.5 -13.752
1995-01-09 51 59.25 -17.1212
1995-01-10 44 57.5 -15.9179
1995-01-11 44 58.75 -10.1661
1995-01-12 42 58.25 -14.0435
1995-01-13 43 58.75 -17.2384
1995-01-14 43 58.75 -16.2883
1995-01-15 55 54.5 -3.6949
1995-01-16 32 51 -11.4621
1995-01-17 41 53.25 -12.7303
1995-01-18 51 53.75 -14.4197
1995-01-19 51 55.5 -16.5208
1995-01-20 53 54 -10.5362
1995-01-21 54 54.5 -7.8629
1995-01-22 37 55 -13.1563
1995-01-23 49 55.25 -13.8653
1995-01-24 34 57.75 -9.0067
1995-01-25 43 56.5 -11.2838
1995-01-26 50 55 -12.287
1995-01-27 44 55 -15.7986
1995-01-28 35 57.75 -14.3991
1995-01-29 45 59.75 -11.7951
1995-01-30 48 65 -10.9595
1995-01-31 39 67 -12.7326
1995-02-01 42 65.5 -14.1909
1995-02-02 48 70.25 -13.58
1995-02-03 40 71.25 -12.6736
1995-02-04 43 67.25 -10.9796
1995-02-05 30 58.25 -9.2847
1995-02-06 50 57 -11.6735
1995-02-07 43 58.75 -10.5199
1995-02-08 43 57 -10.6676
1995-02-09 51 58.25 -11.7064
1995-02-10 46 56 -13.0996
1995-02-11 42 57.75 -6.4917
1995-02-12 32 56.5 -1.6309
1995-02-13 46 55.5 -14.0709
1995-02-14 54 57.75 -10.6873
1995-02-15 47 58.75 -13.1674
1995-02-16 45 60.75 -11.612
1995-02-17 44 62.25 -9.3407
1995-02-18 50 66 -4.7831
1995-02-19 44 70.75 -3.1121
1995-02-20 59 75.25 -6.5912
1995-02-21 56 61.5 -12.3893
1995-02-22 29 61 -13.614
1995-02-23 46 58.5 -8.697
1995-02-24 42 61.5 -2.6986
1995-02-25 46 59.75 -2.5316
1995-02-26 32 60.75 0.0623
1995-02-27 68 60.25 -1.9336
1995-02-28 48 61.25 -8.4598
1995-03-01 43 59.5 -13.6517
1995-03-02 49 58.75 -15.6476
1995-03-03 40 61.5 -11.4375
1995-03-04 46 59.75 -10.193
1995-03-05 56 60.25 -12.2195
1995-03-06 39 62.25 -6.3845
1995-03-07 53 58.75 -8.5725
1995-03-08 40 61.5 -4.5358
1995-03-09 37 60.75 -4.9686
1995-03-10 40 60.75 -7.6366
1995-03-11 38 59 3.6797
1995-03-12 43 58.5 0.9955
1995-03-13 58 59 -6.5909
1995-03-14 36 63.5 -7.1862
1995-03-15 55 64 -6.7482
1995-03-16 34 62 -1.8085
1995-03-17 44 62.5 12.5183
1995-03-18 49 62.75 12.5195
1995-03-19 40 62.25 8.1122
1995-03-20 45 64 6.1631
1995-03-21 52 56.75 1.874
1995-03-22 43 54.25 -3.0892
1995-03-23 59 53 -0.8443
1995-03-24 48 53 -0.9109
1995-03-25 35 55.25 0.9196
1995-03-26 33 58 -0.2011
1995-03-27 48 60.5 -4.3462
1995-03-28 49 60.25 -2.9883
1995-03-29 52 62.25 -1.3902
1995-03-30 46 65.25 -2.2434
1995-03-31 48 64 -2.3372
1995-04-01 58 59.5 3.6775
1995-04-02 47 60.5 5.5
1995-04-03 40 65 -2.886
1995-04-04 42 62.5 0.0447
1995-04-05 27 60 3.2252
1995-04-06 45 59.75 7.3574
1995-04-07 48 60.5 -4.2549
1995-04-08 51 61.75 6.1826
1995-04-09 49 63.5 14.127
1995-04-10 42 64.5 2.4582
1995-04-11 53 63.25 0.4764
1995-04-12 47 64.5 1.161
1995-04-13 43 61.75 1.9082
1995-04-14 48 58.75 3.1362
1995-04-15 43 56.75 5.9997
1995-04-16 43 51 2.2721
1995-04-17 32 54 -1.9824
1995-04-18 38 56 -4.0007
1995-04-19 41 55.75 -3.0871
1995-04-20 39 55.75 -3.7991
1995-04-21 38 57.75 -0.0248
1995-04-22 46 66 0.5327
1995-04-23 50 70 6.0576
1995-04-24 53 69.75 4.8384
1995-04-25 39 59.25 7.2217
1995-04-26 44 61 12.7866
1995-04-27 32 62.25 10.6504
1995-04-28 46 62 -8.018
1995-04-29 49 62.75 -3.7019
1995-04-30 40 63.5 -6.2998
1995-05-01 47 63.5 -7.6867
1995-05-02 32 62.75 -4.7231
1995-05-03 38 61 1.6942
1995-05-04 57 59.5 3.8714
1995-05-05 45 58.25 8.4001
1995-05-06 48 56.5 8.408
1995-05-07 50 59.25 2.3949
1995-05-08 43 60 -2.5671
1995-05-09 38 60 -1.9599
1995-05-10 51 61.5 -0.0805
1995-05-11 36 61.75 6.4789
1995-05-12 43 61.5 8.2463
1995-05-13 33 58.75 6.3109
1995-05-14 31 58.5 6.6618
1995-05-15 39 60.5 -1.6953
1995-05-16 48 60.25 -2.8692
1995-05-17 33 61 2.8205
1995-05-18 36 61.75 6.004
1995-05-19 48 63.25 8.0433
1995-05-20 34 60.75 12.6756
1995-05-21 41 60.25 12.1994
1995-05-22 52 61 7.0635
1995-05-23 33 59.75 -0.1671
1995-05-24 38 60.5 -0.6323
1995-05-25 42 61.25 -0.1086
1995-05-26 54 61 2.1721
1995-05-27 46 62.5 11.7258
1995-05-28 40 63 20.7688
1995-05-29 38 64.25 25.7207
1995-05-30 38 65 21.2294
1995-05-31 46 63.5 19.1879
1995-06-01 43 61.5 4.6881
1995-06-02 38 64 3.5233
1995-06-03 29 63.25 7.4163
1995-06-04 32 62.75 10.0609
1995-06-05 39 64 5.9655
1995-06-06 46 64.25 8.0954
1995-06-07 36 62.75 1.1209
1995-06-08 34 60.75 0.00497
1995-06-09 47 62.75 2.5925
1995-06-10 43 68.25 12.7965
1995-06-11 40 71 28.171
1995-06-12 45 70 13.9859
1995-06-13 38 65.75 10.391
1995-06-14 32 64.75 8.946
1995-06-15 41 63.5 -0.783
1995-06-16 53 57.75 -11.3732
1995-06-17 31 60.5 1.6233
1995-06-18 43 66.25 10.935
1995-06-19 43 66.75 6.9167
1995-06-20 44 65.5 6.9705
1995-06-21 40 66.75 11.8009
1995-06-22 38 67.5 20.9035
1995-06-23 44 66 16.7257
1995-06-24 33 65.75 23.4081
1995-06-25 34 64.75 17.0782
1995-06-26 38 67.75 9.4704
1995-06-27 42 69 18.9254
1995-06-28 48 68 17.3892
1995-06-29 36 68.5 15.541
1995-06-30 37 67.5 14.0115
1995-07-01 47 68 14.4441
1995-07-02 45 68.25 13.827
1995-07-03 37 66.75 8.2879
1995-07-04 32 67.75 14.9677
1995-07-05 36 67 16.8268
1995-07-06 38 67.75 18.0626
1995-07-07 40 68.5 20.1587
1995-07-08 33 69.25 22.9276
1995-07-09 40 70.5 17.4986
1995-07-10 40 73.5 3.3057
1995-07-11 28 71.25 0.5503
1995-07-12 37 69.75 2.6953
1995-07-13 44 68.25 9.0419
1995-07-14 43 68 15.3013
1995-07-15 44 68.5 23.7958
1995-07-16 36 73 3.5078
1995-07-17 40 72.25 10.0135
1995-07-18 36 69.5 5.4766
